	ID	NAME	ALT_NAME	ADDRESS	ZIP	TELEPHONE	STATUS	POPULATION	SOURCE	SOURCEDATE	WEBSITE	BEDS	TRAUMA	HELIPAD
3591	113289434	TAHOE PACIFIC HOSPITALS-NORTH	NOT AVAILABLE	2375 E PRATER WAY, 7TH FLOOR	89434	(775) 355-5600	OPEN	-999	http://dpbh.nv.gov/reg/healthfacilities/community_resources/	2019/08/09 00:00:00	http://www.lifecare-hospitals.com/hospital/tahoepacific	21	NOT AVAILABLE	Y
3592	939216	REGENCY HOSPITAL OF JACKSON	NOT AVAILABLE	969 LAKELAND DRIVE, 6TH FLOOR	39216	(601) 364-6200	CLOSED	36	https://msdh.ms.gov/msdhsite/_static/resources/7660.pdf	2018/08/09 00:00:00	http://www.regencyhospital.com	36	NOT AVAILABLE	Y
3593	606904	STAMFORD HOSPITAL	NOT AVAILABLE	30 SHELBURNE ROAD, PO BOX 9317	6904	(203) 276-1000	OPEN	305	https://www.elicense.ct.gov/lookup/generateroster.aspx	2019/08/13 00:00:00	http://www.stamhealth.org	305	LEVEL II	Y
3594	123044512	GREENBRIAR REHABILITATION HOSPITAL	NOT AVAILABLE	8064 SOUTH AVENUE, SUITE ONE	44512	(330) 965-6432	OPEN	29	http://publicapps.odh.ohio.gov/eid/provider_search.aspx	2020/04/27 00:00:00	http://www.advancedspecialtyhospitals.com/adv-spec-greenbriar.htm	-999	NOT AVAILABLE	N
3595	128745219	REGENCY HOSPITAL OF CINCINNATI LLC	SELECT SPECILATY HOSPITAL OF NORTH CINCINNATI	10500 MONTGOMERY ROAD, 1ST FLOOR	45219	(717) 975-4503	OPEN	41	http://publicapps.odh.ohio.gov/eid/provider_search.aspx	2020/04/27 00:00:00	http://cincinnatinorth.selectspecialtyhospitals.com/	41	NOT AVAILABLE	Y
3596	129845417	HAVEN BEHAVIORAL SENIOR CARE OF DAYTON	NOT AVAILABLE	ONE ELIZABETH PLACE, E3 SUITE A	45417	(615) 393-8879	OPEN	32	http://publicapps.odh.ohio.gov/eid/provider_search.aspx	2020/04/27 00:00:00	https://dayton.havenbehavioral.com/	32	NOT AVAILABLE	N
3597	80576063	BAYLOR EMERGENCY MEDICAL CENTER	NOT AVAILABLE	1776 NORTH US 287, SUITE 100	76063	(214) 294-6300	OPEN	8	https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation	2019/09/03 00:00:00	http://www.bayloremc.com/	8	NOT AVAILABLE	N
3598	2179601	CONTINUECARE HOSPITAL AT HENDRICK MEDICAL CENTER	HENDRICK CENTER FOR EXTENDED CARE	1900 PINE, 7TH FLOOR	79601	(325) 670-5151	OPEN	46	https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation	2019/09/03 00:00:00	NOT AVAILABLE	46	NOT AVAILABLE	Y
3599	4977702	CHRISTUS DUBUIS HOSPITAL OF BEAUMONT	NOT AVAILABLE	2830 CALDER AVENUE, 4TH FLOOR	77702	(409) 899-7680	OPEN	51	https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation	2019/09/03 00:00:00	http://www.dubuis.org/beaumontandportarthursystem-christusdubuishospitalofbeaumont	51	NOT AVAILABLE	Y
3600	36175904	PAM SPECIALTY HOSPITAL OF LUFKIN	NOT AVAILABLE	1201 WEST FRANK AVENUE, SUITE 5D	75904	(936) 639-7975	OPEN	26	https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation	2019/09/03 00:00:00	http://www.memorialhealth.us/	26	NOT AVAILABLE	Y
3601	47378205	KINDRED HOSPITAL - SAN ANTONIO CENTRAL	SELECT SPECIALTY HOSPITAL - SAN ANTONIO	111 DALLAS STREET, 4TH FLOOR	78205	(210) 297-7195	OPEN	44	https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation	2019/09/03 00:00:00	http://www.kindredsanantoniocentral.com/	44	NOT AVAILABLE	Y
3602	135179703	CONTINUECARE HOSPITAL OF MIDLAND	NOT AVAILABLE	4214 ANDREWS HIGHWAY, SUITE 320	79703	(432) 221-1111	OPEN	29	https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation	2019/09/03 00:00:00	http://continuecare.org/midland/	29	NOT AVAILABLE	N
3603	71778209	CHRISTUS SANTA ROSA HOSPITAL - ALAMO HEIGHTS	NOT AVAILABLE	403 TREELINE PARK, BUILDING 1	78209	(210) 294-8000	OPEN	36	https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation	2019/09/03 00:00:00	http://www.christusalamoheights.com/	36	NOT AVAILABLE	N
3604	12278411	ASPIRE BEHAVIORAL HEALTH OF CONROE	NOT AVAILABLE	2006 SOUTH LOOP 336 WEST, SUITE 500	78411	(936) 647-3500	OPEN	30	https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation	2019/09/03 00:00:00	http://www.aspirebhc.com/	30	NOT AVAILABLE	N
3605	73975093	EATING RECOVERY CENTER	NOT AVAILABLE	4708 ALLIANCE BOULEVARD, THIRD FLOOR	75093	(972) 479-5779	OPEN	24	https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation	2019/09/03 00:00:00	https://www.eatingrecoverycenter.com	24	NOT AVAILABLE	Y
3606	74475042	GARLAND BEHAVIORAL HOSPITAL	NOT AVAILABLE	2300 MARIE CURIE BLVD, 5TH FLOOR	75042	(972) 487-5309	OPEN	72	https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation	2019/09/03 00:00:00	http://garlandbehavioralhospital.com/	72	NOT AVAILABLE	Y
3607	47078240	METHODIST AMBULATORY SURGERY HOSPITAL - NORTHWEST	NOT AVAILABLE	9150 HUEBNER ROAD, SUITE 100	78240	(210) 575-5080	OPEN	31	https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation	2019/09/03 00:00:00	http://sahealth.com/locations/methodistambulatory/	31	NOT AVAILABLE	N
3608	4171001	BIENVILLE MEDICAL CENTER	NOT AVAILABLE	1175 PINE ST, STE 200	71001	(318) 263-4700	OPEN	21	http://new.dhh.louisiana.gov/index.cfm/directory/category/169	2019/08/16 00:00:00	www.ahmgt.com/‎	21	NOT AVAILABLE	Y
3609	3954935	ST AGNES HSPTL	NOT AVAILABLE	430 E DIVISON ST	54935	(920) 929-2300	OPEN	146	https://www.dhs.wisconsin.gov/guide/hospital.htm	2019/08/13 00:00:00	http://www.agnesian.com	146	LEVEL III	Y
3610	35832117	SELECT SPECIALTY HOSPITAL - DAYTONA BEACH	NOT AVAILABLE	301 MEMORIAL MEDICAL PARKWAY, 11TH FLOOR	32117	(386) 231-3907	OPEN	34	http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx	2019/08/15 00:00:00	http://daytonabeach.selectspecialtyhospitals.com/	34	NOT AVAILABLE	Y
3611	63972205	BAPTIST HEALTH EXTENDED CARE HOSPITAL-LITTLE ROCK, INC.	NOT AVAILABLE	9601 INTERSTATE 630, EXIT 7, 10TH FLOOR	72205	(501) 202-6000	OPEN	55	http://www.healthy.arkansas.gov/programsservices/hslicensingregulation/healthfacilityservices/pages/providerlists.aspx	2019/08/08 00:00:00	NOT AVAILABLE	55	NOT AVAILABLE	Y
3612	13571913	CHRISTUS DUBUIS HOSPITAL OF HOT SPRINGS	NOT AVAILABLE	300 WERNER STREET, 3RD FLOOR	71913	(501) 609-4300	OPEN	27	http://www.healthy.arkansas.gov/programsservices/hslicensingregulation/healthfacilityservices/pages/providerlists.aspx	2019/08/08 00:00:00	http://www.christusdubuis.org/hotsprings	27	NOT AVAILABLE	Y
3613	29477057	WESTBURY COMMUNITY HOSPITAL	NOT AVAILABLE	6060 RICHMOND AVE, UNIT 380	77057	(713) 422-2609	CLOSED	137	http://www.dshs.state.tx.us/chs/hosp/hosp2.shtm	2014/09/23 00:00:00	NOT AVAILABLE	137	NOT AVAILABLE	N
3614	63771854	RIVERVIEW BEHAVIORAL HEALTH	NOT AVAILABLE	701 ARKANSAS BOULEVARD, SUITE 300	71854	(870) 772-5028	OPEN	62	http://www.healthy.arkansas.gov/programsservices/hslicensingregulation/healthfacilityservices/pages/providerlists.aspx	2019/08/08 00:00:00	NOT AVAILABLE	62	NOT AVAILABLE	N
3615	12272205	CORNERSTONE HOSPITAL LITTLE ROCK	NOT AVAILABLE	2 ST VINCENT CIRCLE, 6TH FLOOR	72205	(501) 985-7025	OPEN	40	http://www.healthy.arkansas.gov/programsservices/hslicensingregulation/healthfacilityservices/pages/providerlists.aspx	2019/08/08 00:00:00	http://www.chghospitals.com/littlerock/	40	NOT AVAILABLE	Y
3616	11901854	ENCOMPASS HEALTH REH AT LOWELL	NOT AVAILABLE	1071 VARNUM AVENUE, GROUND FLOOR	1854	(978) 935-5050	OPEN	22	http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/	2019/08/16 00:00:00	http://healthsouthnewengland.com/en/our-hospital/lowell-location	22	NOT AVAILABLE	N
3617	7248043	SELECT SPECIALTY HOSPITAL - MACOMB COUNTY	NOT AVAILABLE	215 NORTH AVE, SUITE 200	48043	NOT AVAILABLE	OPEN	30	https://w2.lara.state.mi.us/val/license/search	2019/08/09 00:00:00	http://www.selectspecialtyhospitals.com/company/locations/macomb .aspx	30	NOT AVAILABLE	N
3618	8949503	SELECT SPECIALTY HOSPITAL - GRAND RAPIDS	GREAT LAKES SPECIALTY HOSPITAL - GRAND RAPIDS	200 SE JEFFERSON, 5TH FLOOR	49503	NOT AVAILABLE	CLOSED	20	https://w2.lara.state.mi.us/val/license/search	2016/08/06 00:00:00	http://www.selectmedicalcorp.com	20	NOT AVAILABLE	Y
3619	15745804	INSTITUTE FOR ORTHOPEDIC SURGERY	NOT AVAILABLE	801 MEDICAL DRIVE, SUITE B	45804	(419) 224-7586	OPEN	12	http://publicapps.odh.ohio.gov/eid/provider_search.aspx	2020/04/27 00:00:00	http://www.ioshospital.com	12	NOT AVAILABLE	Y
3620	417011	SELECT SPECIALTY HOSPITAL CENTRAL PENNSYLVANIA CAMP HILL	NOT AVAILABLE	503 NORTH 21ST STREET, 5TH FLOOR	17011	(717) 972-4560	OPEN	31	http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalsearch.asp	2019/08/09 00:00:00	http://www.hsh.org/behavioral-health/	31	NOT AVAILABLE	Y
3621	2419023	KINDRED HOSPITAL - DELAWARE COUNTY	NOT AVAILABLE	1500 LANSDOWNE AVENUE, 6TH FLOOR MSB	19023	(610) 237-4660	CLOSED	39	http://www.pasda.psu.edu/uci/datasummary.aspx?dataset=909	2016/09/26 00:00:00	www.kindreddelco.com	39	NOT AVAILABLE	N
3622	65385007	HAVEN BEHAVIORAL SERVICES	NOT AVAILABLE	1201 SOUTH 7TH AVENUE, SUITE 200	85007	(623) 236-2000	OPEN	-999	http://www.azdhs.gov/als/databases/	2019/08/11 00:00:00	NOT AVAILABLE	-999	NOT AVAILABLE	N
3623	4368122	NEBRASKA SPINE HOSPITAL, LLC	NOT AVAILABLE	6901 NORTH 72ND STREET, SUITE 20300	68122	(402) 572-3000	OPEN	34	http://dhhs.ne.gov/publichealth/documents/hospital%20roster.pdf	2019/08/09 00:00:00	http://www.nebraskaspinehospital.com	34	NOT AVAILABLE	Y
3624	7739180	PROMISE HOSPITAL OF VICKSBURG	NOT AVAILABLE	1111 FRONTAGE ROAD, 2ND FLOOR	39180	(601) 883-3439	OPEN	35	https://msdh.ms.gov/msdhsite/_static/resources/7660.pdf	2019/08/09 00:00:00	http://www.promise-vicksburg.com	35	NOT AVAILABLE	Y
3625	66285251	SELECT SPECIALTY HOSPITAL ARIZONA INC.	NOT AVAILABLE	7400 EAST OSBORN RD, 3RD FLOOR	85251	(480) 882-6040	OPEN	-999	http://www.azdhs.gov/als/databases/	2019/08/11 00:00:00	NOT AVAILABLE	-999	NOT AVAILABLE	Y
3626	145924503	CENTRA SPECIALTY HOSPITAL	NOT AVAILABLE	3300 RIVERMONT AVENUE, KRISE 3	24503	(434) 200-1960	OPEN	36	http://www.vhi.org	2019/11/27 00:00:00	http://www.centraspecialtyhospital.com/	36	NOT AVAILABLE	N
3627	60099702	EIELSON MEDICAL CLINIC	NOT AVAILABLE	2630 CENTRAL AVENUE, SUITE 1M07	99702	(907) 377-1847	OPEN	-999	http://www.tricare.mil/mtf	2020/04/01 00:00:00	NOT AVAILABLE	-999	NOT AVAILABLE	N
3628	73075094	BAYLOR EMERGENCY MEDICAL CENTER	NOT AVAILABLE	511 FM 544, SUITE 100	75094	(214) 294-6150	OPEN	8	https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation	2019/09/03 00:00:00	http://www.bayloremc.com/	8	NOT AVAILABLE	N
3629	28719107	WILLS EYE HOSPITAL	NOT AVAILABLE	840 WALNUT STREET, 7TH FLOOR	19107	(215) 928-3100	OPEN	-999	http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalsearch.asp	2019/08/09 00:00:00	https://www.willseye.org/	4	NOT AVAILABLE	N
3630	54977901	PAM SPECIALTY HOSPITAL OF VICTORIA SOUTH	TRIUMPH HOSPITAL VICTORIA	506 EAST SAN ANTONIO STREET, 3RD FL	77901	(361) 575-1445	OPEN	23	https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation	2019/09/03 00:00:00	http://www.warmsprings.org/our-facilities/hospitals/post-acute-medical-specialty-hospital-victoria/	23	NOT AVAILABLE	Y
3631	75179761	CONTINUECARE HOSPITAL AT MEDICAL CENTER ODESSA	NOT AVAILABLE	500 W 4TH STREET, 4TH FLOOR	79761	(432) 640-4380	OPEN	23	https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation	2019/09/03 00:00:00	http://continuecare.org/odessa/	23	NOT AVAILABLE	Y
3632	6770503	LAFAYETTE GENERAL SURGICAL HOSPITAL	NOT AVAILABLE	1000 W PINHOOK RD, STE 100	70503	(337) 289-8088	OPEN	10	http://new.dhh.louisiana.gov/index.cfm/directory/category/169	2019/08/16 00:00:00	http://www.lgsh.us	10	NOT AVAILABLE	N
3633	13128533	NAVAL HEALTH CLINIC CHERRY POINT	NOT AVAILABLE	BEAUFORT ROAD, BUILDING 4385	28533	(252) 466-0266	OPEN	-999	https://www2.ncdhhs.gov/dhsr/reports.htm	2019/08/10 00:00:00	http://www.med.navy.mil/sites/cpoint/pages/default.aspx	-999	NOT AVAILABLE	N
3634	5673139	OKLAHOMA CENTER FOR ORTHOPAEDIC & MULTI-SPECIALTY	NOT AVAILABLE	8100 SOUTH WALKER, SUITE C	73139	(405) 602-6500	OPEN	14	https://www.ok.gov/health/protective_health/medical_facilities_service/	2019/08/10 00:00:00	http://www.ocomhospital.com	9	NOT AVAILABLE	N
3635	137076012	KINDRED REHABILITATION HOSPITAL ARLINGTON	REHABCARE PHYSICAL REHABILITATION	2601 WEST RANDOL MILL ROAD, UNIT 101	76012	(817) 804-4400	CLOSED	24	http://www.dshs.texas.gov/facilities/find-a-licensee.aspx	2017/01/09 00:00:00	http://www.texasrehabarlington.com/	24	NOT AVAILABLE	N
3636	17971019	SPECIALTY REHABILITATION HOSPITAL OF COUSHATTA	NOT AVAILABLE	1110 RINGGOLD AVE, STE B	71019	(318) 932-1770	OPEN	12	http://new.dhh.louisiana.gov/index.cfm/directory/category/169	2019/08/16 00:00:00	http://www.specialtyhealthcare.com	12	NOT AVAILABLE	N
3637	15271101	PROMISE HOSPITAL OF LOUISIANA-SHREVEPORT CAMPUS	NOT AVAILABLE	1800 IRVING PL, STE 100	71101	(318) 425-4096	OPEN	146	http://new.dhh.louisiana.gov/index.cfm/directory/category/169	2019/08/16 00:00:00	http://www.promise-shreveport.com	146	NOT AVAILABLE	N
3638	16548235	SELECT SPECIALTY HOSPITAL - NORTHWEST DETROIT	NOT AVAILABLE	6071 WEST OUTER DRIVE, 7TH FLOOR	48235	NOT AVAILABLE	OPEN	36	https://w2.lara.state.mi.us/val/license/search	2019/08/09 00:00:00	http://www.selectspecialtyhospitals.com/company/locations/northwe stdetroit.aspx	36	NOT AVAILABLE	Y
3639	125443952	ACUITY SPECIALTY OHIO VALLEY	NOT AVAILABLE	380 SUMMIT AVENUE, 3RD FLOOR	43952	(740) 283-4799	CLOSED	24	http://publicapps.odh.ohio.gov/eid/default.aspx	2016/09/14 00:00:00	http://steubenville.acuityhealthcare.ccgproof.com/	24	NOT AVAILABLE	N
3640	847303	CENTRAL INDIANA AMG SPECIALTY HOSPITAL LLC	NOT AVAILABLE	2401 W UNIVERSITY AVE, 8TH FL	47303	(765) 751-5253	OPEN	16	http://www.in.gov/isdh/reports/qamis/hosdir	2019/08/16 00:00:00	http://www.amgmuncie.com/	16	NOT AVAILABLE	Y
3641	8246320	KINDRED HOSPITAL NORTHWEST INDIANA	NOT AVAILABLE	5454 HOHMAN AVE, 5TH FL	46320	(219) 852-5305	OPEN	215	http://www.in.gov/isdh/reports/qamis/hosdir	2019/08/16 00:00:00	http://www.khnwindiana.com	215	NOT AVAILABLE	Y
3642	2115905	SELECT SPECIALTY HOSPITAL JOHNSTOWN	NOT AVAILABLE	320 MAIN STREET, THIRD FLOOR	15905	(814) 534-7300	OPEN	39	http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalsearch.asp	2019/08/09 00:00:00	http://johnstown.selectspecialtyhospitals.com/	39	NOT AVAILABLE	Y
3643	718764	PAM SPECIALTY HOSPITAL OF WILKES-BARRE	KINDRED HOSPITAL - WYOMING VALLEY	575 NORTH RIVER STREET, 7TH FLOOR	18764	(570) 208-3310	OPEN	36	http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalsearch.asp	2019/08/09 00:00:00	http://www.warmsprings.org/our-facilities/hospitals/post-acute-medical-specialty-hospital-wilkes-barre/	36	NOT AVAILABLE	Y
3644	64985006	BANNER GOOD SAMARITAN MEDICAL CENTER	NOT AVAILABLE	1300 NORTH 12TH STREET, SUITE 404	85006	(602) 239-2716	OPEN	-999	http://www.azdhs.gov/als/databases/	2019/08/11 00:00:00	NOT AVAILABLE	-999	NOT AVAILABLE	Y
3645	11646312	REGENCY HOSPITAL OF NORTHWEST INDIANA	NOT AVAILABLE	4321 FIR ST, 4TH FL	46312	(219) 392-7790	OPEN	220	http://www.in.gov/isdh/reports/qamis/hosdir	2019/08/16 00:00:00	http://www.regencyhospital.com/company/locations/indiananorthwest- indiana.aspx	220	NOT AVAILABLE	N
3646	3604102	HEALTHSOUTH/MAINE MEDICAL CENTER,LLC	HEALTHSOUTH/MAINE MEDICAL CENTER, LLC	335 BRIGHTON AVENUE, UNIT 201	4102	(207) 775-4000	OPEN	100	https://gateway.maine.gov/dhhs-apps/aspen/facility_list.asp	2019/08/13 00:00:00	http://www.nerhp.org	100	NOT AVAILABLE	N
3647	164370043	ST. BERNARD PARISH HOSPITAL	NOT AVAILABLE	8000 WEST JUDGE PEREZ DRIVE, STE 1600	70043	(504) 826-9500	OPEN	-999	http://new.dhh.louisiana.gov/index.cfm/directory/category/169	2019/08/16 00:00:00	NOT AVAILABLE	40	NOT AVAILABLE	Y
3648	8623114	SHELTERING ARMS HOSPITAL SOUTH	NOT AVAILABLE	13700 ST. FRANCIS BOULEVARD, SUITE 400	23114	(804) 764-5290	OPEN	28	http://www.vhi.org	2019/11/27 00:00:00	http://www.shelteringarms.com/	28	NOT AVAILABLE	N
3649	12611787	ST. CATHERINE OF SIENA MEDICAL CENTER	NOT AVAILABLE	50 ROUTE, 25 A	11787	(631) 862-3100	OPEN	306	https://profiles.health.ny.gov/hospital/county_or_region/	2019/08/20 00:00:00	http://stcatherines.chsli.org/	306	NOT AVAILABLE	N
3650	61972901	SELECT SPECIALTY HOSPITAL - FORT SMITH, INC.	NOT AVAILABLE	1001 TOWSON AVENUE, SIXTH FLOOR	72901	(479) 441-3960	OPEN	34	http://www.healthy.arkansas.gov/programsservices/hslicensingregulation/healthfacilityservices/pages/providerlists.aspx	2019/08/08 00:00:00	NOT AVAILABLE	34	NOT AVAILABLE	Y
3651	62272903	CHRISTUS DUBUIS OF FORTH SMITH	NOT AVAILABLE	7301 ROGERS AVENUE, 4TH FLOOR	72903	(479) 314-4900	OPEN	25	http://www.healthy.arkansas.gov/programsservices/hslicensingregulation/healthfacilityservices/pages/providerlists.aspx	2019/08/08 00:00:00	NOT AVAILABLE	25	NOT AVAILABLE	Y
3652	10001915	ENCOMPASS HEALTH NEW ENGLAND REHABILIATION AT BEVERLY	NOT AVAILABLE	800 CUMMINGS CENTER, 1ST FL, UNIT147	1915	(978) 935-5050	OPEN	20	http://www.mass.gov/eohhs/gov/departments/dph/programs/hcq/healthcare-quality/	2019/08/16 00:00:00	http://www.healthsouthnewengland.com/en/our-hospital/beverly-location	20	NOT AVAILABLE	N
3653	1348532	SELECT SPECIALTY HOSPITAL - FLINT	NOT AVAILABLE	401 S BALLENGER, 5TH FLOOR	48532	NOT AVAILABLE	OPEN	26	https://w2.lara.state.mi.us/val/license/search	2019/08/09 00:00:00	http://www.selectspecialtyhospitals.com/company/locations/flint.aspx	26	NOT AVAILABLE	Y
3654	11148341	SELECT SPECIALTY HOSPITAL - PONTIAC	NOT AVAILABLE	44405 WOODWARD AVENUE, 8TH FLOOR	48341	NOT AVAILABLE	OPEN	30	https://w2.lara.state.mi.us/val/license/search	2019/08/09 00:00:00	http://www.selectspecialtyhospitals.com/company/locations/pontiac. aspx	30	NOT AVAILABLE	Y
3655	9249442	SELECT SPECIALTY HOSPITAL - MUSKEGON	GREAT LAKES SPECIALTY HOSPITAL - MUSKEGON	1700 CLINTON STREET, 2 AND 3 S FLOORS	49442	NOT AVAILABLE	OPEN	31	https://w2.lara.state.mi.us/val/license/search	2019/08/09 00:00:00	http://www.selectmedical.com	31	NOT AVAILABLE	Y
3656	749016	SELECT SPECIALTY HOSPITAL - BATTLE CREEK	NOT AVAILABLE	300 NORTH AVENUE, 6TH FLOOR	49016	NOT AVAILABLE	OPEN	25	https://w2.lara.state.mi.us/val/license/search	2019/08/09 00:00:00	http://www.selectspecialtyhospitals.com/company/locations/battlecre ek.aspx	25	NOT AVAILABLE	N
3657	30511714	ST JOHN'S EPISCOPAL HOSPITAL SOUTH SHORE	NOT AVAILABLE	700 HICKSVILLE RD, STE 210	11714	NOT AVAILABLE	OPEN	-999	https://profiles.health.ny.gov/hospital/county_or_region/	2019/08/20 00:00:00	http://www.ehs.org/	257	NOT AVAILABLE	N
3658	10412511	VA MEDICAL CENTER - CASTLE POINT CAMPUS	NOT AVAILABLE	100 NEW YORK, 9D	12511	NOT AVAILABLE	OPEN	-999	https://profiles.health.ny.gov/hospital/county_or_region/	2019/08/20 00:00:00	http://www.hudsonvalley.va.gov/	250	NOT AVAILABLE	N
3659	17848602	SELECT SPECIALTY HOSPITAL - SAGINAW	NOT AVAILABLE	1447 N HARRISON, 7TH & 8TH FLOOR	48602	NOT AVAILABLE	OPEN	32	https://w2.lara.state.mi.us/val/license/search	2019/08/09 00:00:00	http://saginaw.selectspecialtyhospitals.com/	32	NOT AVAILABLE	Y
3660	14548197	SELECT SPECIALTY HOSPITAL - ANN ARBOR	NOT AVAILABLE	5301 E HURON RIVER DR, 7TH FL	48197	NOT AVAILABLE	OPEN	36	https://w2.lara.state.mi.us/val/license/search	2019/08/09 00:00:00	http://www.selectspecialtyhospitals.com/company/locations/annarbo r.aspx	36	NOT AVAILABLE	Y
3661	34733128	SELECT SPECIALTY HOSPITAL-MIAMI	NOT AVAILABLE	955 NW 3RD ST, 8TH FLOOR	33128	(305) 416-5700	OPEN	47	http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx	2019/08/15 00:00:00	http://www.selectspecialtyhospitals.com/company/locations/miami.aspx	47	NOT AVAILABLE	N
3662	8144084	GLENBEIGH	NOT AVAILABLE	2863 STATE ROUTE 45	44084	(440) 563-3400	OPEN	114	http://publicapps.odh.ohio.gov/eid/provider_search.aspx	2020/04/27 00:00:00	http://www.glenbeigh.com	114	NOT AVAILABLE	N
3663	124543201	OHIOHEALTH REHABILITATION HOSPITAL	NOT AVAILABLE	1087 DENNISON AVENUE, 4TH FLOOR	43201	(614) 484-9600	OPEN	74	http://publicapps.odh.ohio.gov/eid/provider_search.aspx	2020/04/27 00:00:00	http://www.ohiohealth-rehab.com/	74	NOT AVAILABLE	N
3664	2808724	SHORE REHABILITATION INSTITUTE	NOT AVAILABLE	425 JACK MARTIN BOULEVARD, SECOND FLOOR EAST WING	8724	(732) 836-4500	OPEN	40	https://www.state.nj.us/health/healthfacilities/findhospital.shtml	2019/08/09 00:00:00	http://www.meridianhealth.com/location/shore-rehabilitation-institute/	40	NOT AVAILABLE	N
3665	109107675	CARE ONE AT HUMC PASCACK VALLEY	NOT AVAILABLE	250 OLD HOOK ROAD, FOURTH FLOOR	7675	(732) 324-6090	OPEN	25	https://www.state.nj.us/health/healthfacilities/findhospital.shtml	2019/08/09 00:00:00	http://www.care-one.com/locations/ltach-careone-at-hackensack-university-medical-center-pascack-valley/	25	NOT AVAILABLE	Y
3666	28943055	SELECT SPECIALTY HOSPITAL SOUTHEAST OHIO	NOT AVAILABLE	2000 TAMARACK ROAD, 2ND FLOOR	43055	(717) 975-4502	OPEN	35	http://publicapps.odh.ohio.gov/eid/provider_search.aspx	2020/04/27 00:00:00	http://southeastohio.selectspecialtyhospitals.com/	35	NOT AVAILABLE	N
3667	106568123	MADONNA REHABILITATION SPECIALTY HOSPITAL	NOT AVAILABLE	2500 BELLEVUE MEDICAL CENTER DRIVE, 4TH FLOOR	68123	(402) 884-0006	CLOSED	32	http://dhhs.ne.gov/publichealth/documents/hospital%20roster.pdf	2016/08/16 00:00:00	www.madonna.org	32	NOT AVAILABLE	Y
3668	5639401	REGENCY HOSPITAL OF HATTIESBURG	NOT AVAILABLE	6051 U.S. HWY 49, 5TH FLOOR	39401	(601) 288-8510	OPEN	33	https://msdh.ms.gov/msdhsite/_static/resources/7660.pdf	2019/08/09 00:00:00	http://www.regencyhospital.com/company/locations/mississippi-hattiesburg.aspx	33	NOT AVAILABLE	Y
3669	9939193	WHITFIELD MEDICAL/SURGICAL HOSPITAL	NOT AVAILABLE	OAK CIRCLE, BUILDING 60	39193	(601) 351-8023	OPEN	32	https://msdh.ms.gov/msdhsite/_static/resources/7660.pdf	2019/08/09 00:00:00	http://www.msh.state.ms.us/tour/wmsh.htm	32	NOT AVAILABLE	N
3670	7587108	HAVEN BEHAVIORAL HOSPITAL OF ALBUQUERQUE	NOT AVAILABLE	5400 GIBSON BOULEVARD SE, 4TH FLOOR	87108	(505) 254-4503	OPEN	34	http://providersearch.health.state.nm.us/	2019/08/09 00:00:00	https://albuquerque.havenbehavioral.com/	34	NOT AVAILABLE	N
3671	29444484	SELECT SPECIALTY HOSPITAL WARREN CAMPUS	NOT AVAILABLE	667 EASTLAND AVE SE, 5TH FLOOR	44484	(330) 841-4750	OPEN	25	http://publicapps.odh.ohio.gov/eid/provider_search.aspx	2020/04/27 00:00:00	http://warren.selectspecialtyhospitals.com/	25	NOT AVAILABLE	Y
3672	8085704	SONORA BEHAVIORAL HEALTH HOSPITAL (HOSP-PSY)	NOT AVAILABLE	6050 NORTH CORONA RD, SUITE 3	85704	NOT AVAILABLE	OPEN	70	http://www.azdhs.gov/als/databases/	2019/08/11 00:00:00	http://www.acadiahealthcare.com/	70	NOT AVAILABLE	N
3673	113789423	MINDEN FAMILY MEDICINE AND COMPLETE CARE	NOT AVAILABLE	1649 LUCERNE ST, UNIT A & B	89423	NOT AVAILABLE	CLOSED	-999	http://dpbh.nv.gov/	2015/01/07 00:00:00	NOT AVAILABLE	-999	NOT AVAILABLE	N
